Brand,Color,Price,no_of_star,rating,discount,Model,Ton,annual_electricity_Consumption
ONIDA,White,"24,145",3,4,5,,1.5,794.34
Voltas,White,"34,800",3,4,3,,,1002.72
Panasonic,,"47,990",5,4,3,2023,1.5,999.49
Lloyd,White,"35,500",5,,3,,1.5,854.16
LG,,"45,400",4,4,4,2023,1.5,744.39
Blue,White,"44,850",5,3,3,,1.5,977.8
Haier,White,"37,990",3,4,4,,1.5,612.82
SAMSUNG,White,"44,900",5,,2,,1.5,727.66
O,White,"29,490",4,3,3,,0.75,785.67
Haier,White,"38,990",5,3,4,,1.6,857.36
Hisense,White,"31,990",3,,4,2023,,1216.12
Hisense,White,"34,990",3,,3,2023,1.5,748.27
Whirlpool,White,"25,990",3,4,3,2023,,975.26
Hitachi,White,"45,200",5,2,3,2023,1.5,940.09
Blue,White,"39,790",3,3,3,,1.5,548.84
Haier,,"29,999",3,,3,,1.5,761.33
Daikin,White,"43,889",,,1,,1.5,694.03
Daikin,White,"59,199",,,1,,1.8,966.47
O,White,"67,890",5,,9,,1.5,925.24
O,White,"62,500",4,,1,,1.8,571.99
Daikin,White,"39,450",5,,2,,,751.28
LG,White,"37,999",3,,3,,,883.14
Godrej,White,"31,490",3,4,3,,1.5,521.6
SAMSUNG,White,"37,499",3,3,3,,1.5,1002.84
Whirlpool,White,"37,680",5,4,4,2023,1.5,794.34
Hitachi,,"49,999",2,4,2,2023,1.8,1002.72
Frigidaire,White,"28,999",3,,4,,,999.49
Panasonic,White,"42,909",4,,2,,1.5,854.16
Daikin,White,"37,999",4,4,2,,,744.39
Panasonic,White,"41,990",3,,3,,1.5,977.8
MITASHI,White,"23,737",3,4,4,,,612.82
Hitachi,White,"54,600",5,3,,,,727.66
Midea,White,"34,990",5,4,4,,1.5,785.67
Godrej,White,"33,999",5,4,2,,,857.36
Haier,,"35,690",3,4,4,2023,1.6,1216.12
Haier,,"36,490",3,,4,2023,1.5,748.27
Godrej,White,"33,999",5,4,2,,,975.26
Blue,White,"39,790",3,3,3,,1.5,940.09
Haier,,"36,490",3,,4,2023,1.5,548.84
Daikin,White,"37,999",4,4,2,,,761.33
Daikin,White,"26,900",3,4,1,,0.8,694.03
White,White,"32,999",3,,4,,,966.47
CARRIER,White,"54,999",5,4,2,,,925.24
Panasonic,White,"44,990",5,3,1,,1.5,571.99
MITASHI,White,"23,737",3,4,4,,,751.28
Voltas,White,"32,699",3,4,3,,0.8,883.14
SAMSUNG,White,"37,499",3,3,3,,1.5,521.6
Blue,White,"43,699",5,4,2,,1.5,1002.84
Haier,,"34,990",3,3,4,2023,,794.34
Panasonic,White,"48,700",5,4,3,,1.5,1002.72
Haier,White,"32,977",3,4,3,,,999.49
O,White,"38,100",3,,6,,,854.16
Voltas,White,"48,999",3,,3,,,744.39
Blue,White,"39,999",5,,2,,,977.8
Panasonic,White,"39,450",4,,2,2023,,612.82
Blue,White,"42,500",3,4,2,,1.5,727.66
Godrej,White,"29,900",3,3,3,,,785.67
CARRIER,White,"38,760",3,3,3,,1.5,857.36
MarQ,White,"19,999",3,4,5,,1.5,1216.12
SAMSUNG,White,"31,390",3,,3,2023,,748.27
Panasonic,White,"35,990",3,,3,2023,,975.26
Hitachi,White,"27,707",3,3,4,,,940.09
Lloyd,White,"46,999",3,,3,,,548.84
Hitachi,White,"56,499",4,,3,,1.8,761.33
Godrej,White,"32,999",3,4,4,,1.5,694.03
Blue,White,"58,900",3,4,1,,,966.47
LG,White,"45,190",5,,3,,1.5,925.24
Panasonic,White,"36,999",3,,3,,1.5,571.99
Hitachi,White,"51,999",3,5,2,,1.8,751.28
Voltas,White,"36,999",5,3,3,,,883.14
MarQ,White,"16,999",3,4,5,,,521.6
Haier,,"34,990",3,2,4,2023,,1002.84
ONIDA,White,"42,500",,,3,,1.5,794.34
SAMSUNG,White,"53,539",3,,3,2023,,1002.72
Daikin,White,"41,900",3,4,1,,1.5,999.49
Hitachi,White,"45,999",5,,3,,1.5,854.16
Voltas,White,"39,999",5,3,4,,1.5,744.39
Voltas,White,"69,990",4,4,,,1.5,977.8
Daikin,White,"26,900",3,4,1,,0.8,612.82
Voltas,White,"33,999",3,4,4,,1.5,727.66
CARRIER,White,"34,500",3,4,3,,,785.67
SAMSUNG,White,"40,500",3,4,1,,1.5,857.36
Voltas,White,"38,999",,,4,,1.5,1216.12
Blue,White,"37,490",3,4,4,2023,1.5,748.27
Daikin,White,"26,900",3,4,1,,0.8,975.26
Voltas,White,"33,999",3,4,4,,1.5,940.09
CARRIER,White,"34,500",3,4,3,,,548.84
SAMSUNG,White,"40,500",3,4,1,,1.5,761.33
Voltas,White,"38,999",,,4,,1.5,694.03
Blue,White,"37,490",3,4,4,2023,1.5,966.47
SAMSUNG,White,"42,000",,,3,,1.5,925.24
Godrej,White,"31,900",3,,4,,1.5,571.99
Voltas,White,"55,999",5,4,3,,,751.28
SAMSUNG,White,"47,499",5,,3,2023,1.5,883.14
Whirlpool,White,"34,918",3,3,4,,1.5,521.6
SAMSUNG,White,"53,539",3,,3,2023,,1002.84
Voltas,White,"48,950",3,,3,,,794.34
Lloyd,White,"28,790",4,4,2,,1.5,1002.72
Panasonic,White,"46,510",5,,3,,1.5,999.49
Godrej,White,"32,499",,,2,,1.5,854.16
Blue,White,"33,999",3,4,3,,1.2,744.39
Lloyd,White,"30,950",3,,3,,,977.8
LG,White,"55,900",3,4,2,,,612.82
Haier,White,"37,485",4,,4,,1.5,727.66
SAMSUNG,White,"41,990",5,4,4,,1.5,785.67
O,White,"62,500",4,,1,,1.8,857.36
Lloyd,White,"30,999",3,3,3,,,1216.12
Whirlpool,White,"32,499",3,4,3,,1.5,748.27
Daikin,White,"42,900",3,4,1,,1.5,975.26
SAMSUNG,White,"44,070",3,,2,,1.5,940.09
SAMSUNG,,"40,499",4,4,4,2023,1.5,548.84
Lloyd,White,"34,850",3,4,3,,1.5,761.33
LG,White,"33,399",,4,4,,1.5,694.03
Lloyd,White,"38,400",3,,3,,1.5,966.47
Panasonic,White,"44,990",5,,1,,1.5,925.24
CARRIER,White,"41,500",3,4,2,,1.5,571.99
Daikin,White,"46,779",5,5,3,,1.5,751.28
Hitachi,,"49,999",3,3,3,2023,,883.14
Daikin,White,"63,799",5,4,2,,1.5,521.6
Hitachi,White,"45,799",5,,2,,1.5,1002.84
Voltas,White,"47,900",3,4,3,,,794.34
Lloyd,White,"37,399",3,4,3,,1.5,1002.72
Voltas,White,"48,490",3,4,3,,,999.49
ONIDA,White,"42,500",5,4,3,,1.5,854.16
LG,White,"48,990",4,4,4,2023,1.5,744.39
LG,White,"46,500",4,,4,,1.5,977.8
Daikin,White,"37,218",3,3,1,,1.5,612.82
Whirlpool,White,"49,167",3,4,,,1.5,727.66
Lloyd,White,"53,999",5,3,3,,,785.67
Whirlpool,White,"38,120",5,4,4,,1.5,857.36
SAMSUNG,White,"48,990",3,,4,2023,,1216.12
Blue,White,"48,000",5,4,2,,1.5,748.27
Daikin,White,"39,990",4,4,3,,1.5,975.26
Hitachi,White,"42,871",5,3,2,,1.5,940.09
O,White,"63,499",5,3,9,,1.5,548.84
Lloyd,White,"53,999",5,,3,,,761.33
Lloyd,White,"38,500",3,4,3,,1.5,694.03
Thomson,,"33,999",5,4,3,2023,1.5,966.47
Blue,White,"40,999",3,4,1,,1.5,925.24
Lloyd,White,"32,910",3,4,3,,1.25,571.99
Lloyd,White,"38,400",3,4,9,,1.5,751.28
CARRIER,White,"41,500",3,3,2,,1.5,883.14
LG,White,"37,850",3,3,3,,1.5,521.6
Hitachi,White,"31,690",3,4,8,,1.5,1002.84
LG,White,"43,543",5,4,2,,,794.34
Blue,White,"40,500",4,4,3,,1.5,1002.72
Daikin,White,"64,999",5,4,2,2023,1.8,999.49
Panasonic,White,"40,299",5,,3,,,854.16
Thomson,White,"28,999",2,4,2,2023,1.5,744.39
SAMSUNG,White,"44,490",5,,3,2023,1.5,977.8
CARRIER,White,"56,500",3,,2,,,612.82
Daikin,White,"45,199",3,4,1,,1.5,727.66
Hitachi,White,"36,039",3,3,1,,,785.67
SAMSUNG,White,"42,500",3,,3,2023,1.5,857.36
CARRIER,White,"42,500",3,,3,,1.5,1216.12
Daikin,White,"42,900",3,4,1,,1.5,748.27
Voltas,White,"39,999",5,4,4,2023,1.5,975.26
CARRIER,White,"27,000",3,4,9,,,940.09
Lloyd,White,"30,990",3,3,3,,,548.84
Daikin,White,"49,199",5,4,2,,1.5,761.33
Daikin,White,"46,499",2,4,1,,1.8,694.03
LG,Floral,"55,999",3,4,,,1.5,966.47
Daikin,White,"35,887",4,,3,,,925.24
Voltas,White,"54,890",,,4,,,571.99
Daikin,White,"44,999",5,4,1,,,751.28
LG,,"46,500",4,4,4,,1.5,883.14
Lloyd,White,"35,200",5,3,2,,1.5,521.6
Godrej,White,"39,999",5,4,2,2023,1.5,1002.84
Daikin,White,"44,700",3,4,2,,1.5,794.34
Blue,White,"42,500",3,4,2,,1.5,1002.72
Voltas,White,"44,400",5,3,3,,1.5,999.49
Hitachi,White,"48,500",5,4,1,,1.5,854.16
Blue,White,"42,500",3,4,2,,1.5,744.39
CRUISE,White,"31,490",,,2,,,977.8
Blue,White,"49,300",5,4,6,,1.5,612.82
Hitachi,Gold,"49,500",5,,1,,1.5,727.66
IFB,White,"40,500",3,4,1,,1.5,785.67
Hitachi,,"45,399",3,3,3,2023,1.8,857.36
Hitachi,Gold,"52,699",3,4,,,1.5,1216.12
Daikin,White,"38,900",4,4,2,,,748.27
Godrej,White,"40,500",5,4,2,,1.5,975.26
Daikin,White,"50,400",5,4,9,,1.5,940.09
Lloyd,White,"29,399",3,4,2,,,548.84
Daikin,White,"42,500",3,4,1,,1.5,761.33
Panasonic,White,"48,490",5,,3,2023,1.5,694.03
Panasonic,White,"62,000",4,2,,,2.2,966.47
Blue,White,"48,900",5,4,2,,1.5,925.24
LG,White,"48,199",5,4,3,,1.5,571.99
IFB,White,"40,500",3,4,1,,1.5,751.28
O,White,"75,500",5,,1,,,883.14
LG,White,"50,900",5,,3,,1.5,521.6
Godrej,White,"47,999",3,4,,,1.5,1002.84
SAMSUNG,White,"45,309",5,4,2,,1.5,794.34
TOSHIBA,White,"37,349",3,4,2,,1.5,1002.72
ONIDA,White,"37,500",3,4,2,,1.5,999.49
Daikin,White,"40,288",3,4,8,,1.5,854.16
Thomson,,"26,399",3,4,3,2023,,744.39
CARRIER,Beige,"78,000",5,4,2,,1.5,977.8
Blue,White,"48,500",5,3,2,,1.5,612.82
Blue,White,"28,990",4,4,1,2023,,727.66
CARRIER,,"46,500",5,4,3,,1.5,785.67
Voltas,White,"44,699",3,3,4,,,857.36
LG,White,"50,500",5,4,2,,1.5,1216.12
Haier,White,"45,990",5,4,2,,1.5,748.27
Hitachi,White,"55,050",3,,,2023,,975.26
Haier,White,"48,990",3,,3,,,940.09
Hitachi,White,"37,900",5,4,3,,,548.84
Daikin,White,"71,200",5,4,,,1.5,761.33
Lloyd,White,"60,990",5,2,,,1.5,694.03
Blue,White,"30,990",3,4,2,,,966.47
Lloyd,White,"35,500",5,3,3,,,925.24
Hitachi,,"45,999",3,3,4,2023,,571.99
CARRIER,White,"84,000",5,,,,,751.28
Blue,White,"37,199",5,3,2,2023,1.5,883.14
Hitachi,White,"41,290",3,3,,,,521.6
Voltas,White,"23,729",3,4,5,,1.2,1002.84
Blue,White,"38,999",5,3,2,2023,1.5,794.34
TOSHIBA,White,"32,800",3,3,1,,,1002.72
Voltas,White,"61,990",3,4,,,1.5,999.49
Panasonic,White,"39,000",4,4,1,,1.5,854.16
Blue,White,"33,800",3,4,3,,1.2,744.39
Daikin,White,"44,316",4,4,2,,1.5,977.8
Voltas,White,"40,990",5,4,,,1.5,612.82
LG,Multicolor,"52,390",5,4,3,,1.5,727.66
LG,White,"65,000",5,,1,,1.5,785.67
Panasonic,White,"35,999",3,3,2,,1.5,857.36
Godrej,White,"39,900",5,2,2,,1.5,1216.12
Lloyd,White,"27,290",3,4,3,,1.5,748.27
LG,White,"65,000",5,,1,,1.5,975.26
Lloyd,White,"35,500",5,3,3,,,940.09
Godrej,White,"39,900",5,2,2,,1.5,548.84
Lloyd,White,"27,290",3,4,3,,1.5,761.33
Hitachi,Gold,"38,390",3,3,2,,1.5,694.03
Voltas,White,"51,990",3,4,,,1.5,966.47
LG,White,"45,250",5,3,3,,1.5,925.24
Blue,White,"37,599",3,3,1,,,571.99
Daikin,White,"44,209",5,,2,,,751.28
Daikin,White,"46,390",3,3,2,,1.8,883.14
Voltas,White,"48,990",3,4,,,,521.6
GREE,Champagne,"98,990",5,,2,,,1002.84
O,White,"45,999",4,2,7,,1.5,794.34
Daikin,White,"40,149",4,3,3,,1.5,1002.72
Panasonic,White,"35,999",3,3,2,,1.5,999.49
Haier,,"32,499",3,4,4,2023,,854.16
Voltas,White,"30,590",3,4,,,1.5,744.39
Blue,White,"38,490",5,3,2,2023,1.5,977.8
Haier,White,"38,028",3,4,,,1.5,612.82
Hitachi,White,"29,499",3,3,3,,,727.66
O,White,"68,500",3,,8,,2.1,785.67
Hitachi,White,"54,600",5,,,,,857.36
Godrej,White,"32,449",3,4,2,,1.5,1216.12
Hitachi,Gold,"25,883",3,4,4,,,748.27
Daikin,White,"40,580",5,4,2,,,975.26
Blue,White,"39,990",3,4,1,2023,,940.09
Voltas,White,"64,990",3,4,,,1.5,548.84
Equator,Silver,"26,999",,2,4,,0.75,761.33
Voltas,White,"73,990",5,3,,,1.5,694.03
SAMSUNG,White,"33,590",3,,3,2023,,966.47
Lloyd,White,"39,400",3,2,4,,1.5,925.24
Voltas,White,"30,499",3,4,3,,,571.99
LG,White,"43,395",4,2,4,,1.5,751.28
Daikin,White,"61,899",4,3,2,,2.02,883.14
Hitachi,White,"54,600",5,4,,,,521.6
IFB,White,"62,690",3,,,,,1002.84
Lloyd,White,"40,800",5,4,2,,,794.34
Lloyd,White,"36,685",3,,3,,1.4,1002.72
Voltas,White,"34,899",3,4,,,1.5,999.49
LG,White,"47,499",5,3,3,,1.5,854.16
Daikin,White,"52,999",4,3,2,,1.8,744.39
Lloyd,Print,"40,200",5,2,3,,,977.8
Daikin,White,"64,999",5,4,1,,1.8,612.82
Haier,White,"54,491",3,3,,,,727.66
SAMSUNG,White,"44,999",3,,1,,1.5,785.67
SAMSUNG,White,"33,390",4,3,3,,,857.36
Daikin,White,"43,120",4,,2,,1.5,1216.12
Haier,White,"68,490",,,,,1.5,748.27
Hitachi,White,"51,387",3,4,,,1.5,975.26
Lloyd,White,"56,990",5,4,,,1.2,940.09
Haier,White,"49,500",3,4,,,,548.84
Blue,White,"33,990",3,,3,2023,,761.33
Panasonic,White,"39,990",5,,2,,,694.03
CARRIER,White,"36,500",5,4,6,,1.5,966.47
Godrej,White,"31,900",3,4,2,,1.5,925.24
Daikin,White,"35,999",3,4,1,,,571.99
SAMSUNG,White,"35,966",3,,1,2023,,751.28
VG,White,"33,990",4,,2,,1.5,883.14
Godrej,White,"36,900",3,4,,,,521.6
White,White,"33,999",3,,3,,1.5,1002.84
Daikin,White,"38,000",5,4,,,1.5,794.34
CARRIER,White,"34,270",3,,2,,,1002.72
CARRIER,White,"42,990",,,,,1.5,999.49
SAMSUNG,White,"37,388",3,4,1,,1.5,854.16
Godrej,White,"31,900",3,3,3,,1.5,744.39
LG,White,"38,475",3,,3,,,977.8
Panasonic,White,"41,350",4,,3,,1.5,612.82
Blue,White,"40,500",3,3,2,,1.5,727.66
Panasonic,White,"52,499",3,,2,,,785.67
LG,White,"51,890",5,4,3,,1.5,857.36
Hitachi,White,"30,490",3,2,3,,,1216.12
CARRIER,White,"36,500",5,4,8,,1.5,748.27
